,text,clean_text,is_spam
390,Huh so late... Fr dinner?,ฮะ โคตรสาย...จากข้าวเย็นเหรอ,0
391,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,เฮ้ งั้นวันเสาร์นี้พวกเราจะไปพิลาทิสแนะนําตัวเท่านั้นเหรอ หรือเตะมวยด้วย,0
392,Morning only i can ok.,เช้าเท่านั้นที่ฉันสามารถโอเค,0
393,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,ใช่ฉันคิดว่างั้นนะ ฉันอยู่ที่ออฟฟิศแต่ตักของฉันอยู่ในห้องฉันคิดว่ามันเปิดสองสามวันที่ผ่านมา ฉันไม่ได้ปิดมันนะ,0
394,Pick you up bout 7.30ish? What time are  and that going?,ไปรับคุณตอนประมาณ 15.00 น.เหรอ กี่โมงแล้วค่อยไป,0
395,From here after The performance award is calculated every two month.not for current one month period..,จากที่นี่หลังจากรางวัลสมรรถนะจะถูกคํานวณทุก 2 กิโลไบต์สําหรับระยะเวลาหนึ่งเดือนปัจจุบัน ..,0
396,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,จริง ๆ แล้วนอนและยังอาจจะเมื่อเธอโทรกลับมา ดังนั้นข้อความดีละ เธอน่ารักนะน้องสาว จะส่งข้อความหาเธอเมื่อฉันตื่นนะ,0
397,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",คุณมักจะวางธุรกิจของคุณออกมี คุณใส่ภาพตูดของคุณใน facebook คุณเป็นหนึ่งในคนที่เปิดกว้างที่สุดที่ฉันเคยพบ ทําไมฉันถึงคิดว่าภาพของห้องของคุณจะทําร้ายคุณ ทําให้คุณรู้สึกละเมิด,0
398,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.","สวัสดียามเย็น Sir, Al Salem Salema สุขสันต์วันวาเลนไทน์ที่พระคุณของพระคุณเจ้า, ฉันได้รับข้อเสนอจาก Salama, Salama และฉันเชื่อว่าคุณเป็นพระเจ้า Salama, พบกับคุณ Salema, ผู้เข้าชมจากอินเดีย",0
399,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,ฮืม...เค...แต่ฉันอยากจะเปลี่ยนสนามเร็วอ่ะ :-) ฉันต้องการให้ผู้ดูแลระบบหรือผู้ดูแลระบบเครือข่าย...,0
401,Dear how is chechi. Did you talk to her,ที่รัก เชชิเป็นยังไงบ้าง เธอได้คุยกับหล่อนไหม,0
402,The hair cream has not been shipped.,ครีมบํารุงผมยังไม่ถูกจัดส่ง,0
403,None of that's happening til you get here though,ไม่มีอะไรเกิดขึ้นจนกว่าคุณจะมาถึงที่นี่,0
404,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",ใช่ ต้นไม้คริสต์มาสที่ยอดเยี่ยมที่เผาผลาญของ & lt; # & gt; เริ่มในอีกหนึ่งชั่วโมง,0
405,"Haha get used to driving to usf man, I know a lot of stoners",ฮะฮ่า ชินกับการขับรถไปที่ยูเอสเอฟเพื่อน ฉันรู้จักพวกขี้ยาเยอะละ,0
406,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,ทั้งหมดนั้นดีจนกระทั่งชั้นเรียนเล็ก ๆ น้อย ๆ กับที่รักที่ฉันชอบ! หวังว่าวันหยุดโอเค กาแฟจะดีเหมือนไม่สามารถอยู่สายในวันพรุ่งนี้ เวลาเดิม + สถานที่เหมือนเดิมเสมอเหรอ,0
